id_order,id_produk,nama_produk,kategori_produk,tanggal_pembelian,kuantitas,total_harga,PPN,bayar_cash,metode_bayar
750,3,hic1000 vitamin lemon,beverages,2023-01-13,4,42940,0.1,0,link aja
751,6,nutrive benecol,special needs,2023-05-11,6,21079,0.1,1,cash
752,1,entrasol active,adult,2023-03-26,4,34717,0.1,1,cash
753,6,nutrive benecol,special needs,2023-05-08,1,63853,0.1,1,cash
754,2,prenagen esensis,woman,2023-01-06,2,60990,0.1,1,cash
755,3,hic1000 vitamin lemon,beverages,2023-04-27,6,32088,0.1,0,dana
756,5,prenagen lova,woman,2023-01-31,5,67732,0.1,0,ovo
757,1,entrasol active,adult,2023-03-18,4,57057,0.1,0,dana
758,2,prenagen esensis,woman,2023-01-30,1,56832,0.1,0,link aja
759,2,prenagen esensis,woman,2023-04-08,5,45796,0.1,1,cash
760,6,nutrive benecol,special needs,2023-03-03,6,55934,0.1,1,cash
761,5,prenagen lova,woman,2023-04-21,1,46549,0.1,0,link aja
762,3,hic1000 vitamin lemon,beverages,2023-03-15,3,26900,0.1,1,cash
763,4,prenagen mommy,woman,2023-03-11,3,51724,0.1,1,cash
764,2,prenagen esensis,woman,2023-04-14,4,38526,0.1,1,cash
765,4,prenagen mommy,woman,2023-02-28,5,69696,0.1,0,dana
766,4,prenagen mommy,woman,2023-04-11,2,43427,0.1,0,gopay
767,5,prenagen lova,woman,2023-04-16,7,65389,0.1,1,cash
768,1,entrasol active,adult,2023-03-21,6,45309,0.1,1,cash
769,3,hic1000 vitamin lemon,beverages,2023-01-06,3,56397,0.1,1,cash
770,4,prenagen mommy,woman,2023-03-31,4,,0.1,1,cash
771,2,prenagen esensis,woman,2023-04-16,1,40288,0.1,1,cash
772,4,prenagen mommy,woman,2023-04-24,5,58222,0.1,0,dana
773,5,prenagen lova,woman,2023-01-10,6,31472,0.1,1,cash
774,6,nutrive benecol,special needs,2023-01-22,3,17589,0.1,1,cash
775,1,entrasol active,adult,2023-02-16,6,41068,0.1,1,cash
776,6,nutrive benecol,special needs,2023-04-06,2,56821,0.1,0,ovo
777,6,nutrive benecol,special needs,2023-03-21,6,45702,0.1,1,cash
778,2,prenagen esensis,woman,2023-02-17,5,26642,0.1,1,cash
779,2,prenagen esensis,woman,2023-03-19,5,27197,0.1,1,cash
780,1,entrasol active,adult,2023-02-19,4,49267,0.1,0,link aja
781,3,hic1000 vitamin lemon,beverages,2023-03-06,5,29447,0.1,1,cash
782,6,nutrive benecol,special needs,2023-05-06,5,37871,0.1,1,cash
783,5,prenagen lova,woman,2023-02-14,7,44591,0.1,0,gopay
784,1,entrasol active,adult,2023-04-11,6,22690,0.1,0,gopay
785,3,hic1000 vitamin lemon,beverages,2023-05-10,1,25487,0.1,1,cash
786,5,prenagen lova,woman,2023-04-09,1,40503,0.1,1,cash
787,2,prenagen esensis,woman,2023-02-13,5,29598,0.1,0,dana
788,6,nutrive benecol,special needs,2023-03-16,1,63324,0.1,1,cash
789,4,prenagen mommy,woman,2023-04-22,5,30298,0.1,1,cash
790,5,prenagen lova,woman,2023-01-31,2,34410,0.1,1,cash
791,6,nutrive benecol,special needs,2023-01-30,7,52067,0.1,1,cash
792,3,hic1000 vitamin lemon,beverages,2023-02-09,2,25465,0.1,1,cash
793,1,entrasol active,adult,2023-05-03,2,56174,0.1,0,dana
794,1,entrasol active,adult,2023-03-04,1,26695,0.1,1,cash
795,1,entrasol active,adult,2023-01-04,1,37300,0.1,1,cash
796,6,nutrive benecol,special needs,2023-04-24,3,64809,0.1,0,link aja
797,2,prenagen esensis,woman,2023-04-24,1,25903,0.1,0,ovo
798,5,prenagen lova,woman,2023-02-28,5,41884,0.1,1,cash
799,6,nutrive benecol,special needs,2023-02-21,1,66039,0.1,0,ovo
800,6,nutrive benecol,special needs,2023-03-22,4,52071,0.1,0,gopay
801,2,prenagen esensis,woman,2023-04-23,7,38182,0.1,1,cash
802,6,nutrive benecol,special needs,2023-02-21,4,52171,0.1,1,cash
803,6,nutrive benecol,special needs,2023-04-16,5,55393,0.1,0,link aja
804,3,hic1000 vitamin lemon,beverages,2023-03-13,1,17575,0.1,1,cash
805,2,prenagen esensis,woman,2023-04-06,6,31912,0.1,0,link aja
806,4,prenagen mommy,woman,2023-01-21,2,35138,0.1,0,dana
807,1,entrasol active,adult,2023-02-15,1,67408,0.1,0,dana
808,4,prenagen mommy,woman,2023-02-06,,47413,0.1,0,link aja
809,3,hic1000 vitamin lemon,beverages,2023-04-24,4,29640,0.1,1,cash
810,1,entrasol active,adult,2023-03-19,5,31405,0.1,0,link aja
811,1,entrasol active,adult,2023-04-06,1,54455,0.1,1,cash
812,5,prenagen lova,woman,2023-04-26,6,21106,0.1,1,cash
813,4,prenagen mommy,woman,2023-01-10,7,68503,0.1,1,cash
814,6,nutrive benecol,special needs,2023-03-30,3,50345,0.1,1,cash
815,6,nutrive benecol,special needs,2023-01-18,7,47957,0.1,0,shopeepay
816,3,hic1000 vitamin lemon,beverages,2023-05-11,4,46756,0.1,0,dana
817,2,prenagen esensis,woman,2023-04-11,7,44051,0.1,0,shopeepay
818,3,hic1000 vitamin lemon,beverages,2023-04-13,4,63200,0.1,1,cash
819,2,prenagen esensis,woman,2023-02-25,5,59359,0.1,1,cash
820,4,prenagen mommy,woman,2023-02-16,6,45437,0.1,1,cash
821,4,prenagen mommy,woman,2023-02-03,4,55328,0.1,0,shopeepay
822,3,hic1000 vitamin lemon,beverages,2023-05-14,7,25905,0.1,1,cash
823,3,hic1000 vitamin lemon,beverages,2023-05-01,5,19345,0.1,0,dana
824,4,prenagen mommy,woman,2023-03-03,6,21519,0.1,1,cash
825,6,nutrive benecol,special needs,2023-03-29,2,28815,0.1,1,cash
826,5,prenagen lova,woman,2023-03-10,3,44966,0.1,0,ovo
827,1,entrasol active,adult,2023-01-29,4,42566,0.1,0,link aja
828,1,entrasol active,adult,2023-03-30,1,36362,0.1,0,dana
829,4,prenagen mommy,woman,2023-03-18,2,39000,0.1,1,cash
830,3,hic1000 vitamin lemon,beverages,2023-01-28,3,19651,0.1,0,dana
831,6,nutrive benecol,special needs,2023-02-07,4,65325,0.1,1,cash
832,6,nutrive benecol,special needs,2023-01-03,6,32634,0.1,1,cash
833,2,prenagen esensis,woman,2023-04-20,2,55237,0.1,1,cash
834,1,entrasol active,adult,2023-03-28,2,42526,0.1,1,cash
835,4,prenagen mommy,woman,2023-05-10,1,36952,0.1,1,cash
836,6,nutrive benecol,special needs,2023-01-26,3,19028,0.1,1,cash
837,3,hic1000 vitamin lemon,beverages,2023-03-15,4,27950,0.1,0,shopeepay
838,1,entrasol active,adult,2023-02-27,4,52545,0.1,0,dana
839,2,prenagen esensis,woman,2023-01-29,3,43901,0.1,1,cash
840,6,nutrive benecol,special needs,2023-01-05,7,36946,0.1,1,cash
841,2,prenagen esensis,woman,2023-05-06,1,27685,0.1,1,cash
842,4,prenagen mommy,woman,2023-05-05,3,67591,0.1,0,gopay
843,4,prenagen mommy,woman,2023-01-12,4,55160,0.1,0,link aja
844,2,prenagen esensis,woman,2023-02-05,4,51415,0.1,0,link aja
845,2,prenagen esensis,woman,2023-02-13,1,37010,0.1,1,cash
846,6,nutrive benecol,special needs,2023-03-27,3,51446,0.1,0,link aja
847,4,prenagen mommy,woman,2023-02-23,5,31373,0.1,1,cash
848,3,hic1000 vitamin lemon,beverages,2023-01-16,5,19656,0.1,1,cash
849,4,prenagen mommy,woman,2023-01-03,1,20317,0.1,1,cash
850,4,prenagen mommy,woman,2023-04-18,7,31207,0.1,0,link aja
851,1,entrasol active,adult,2023-01-24,4,46526,0.1,0,gopay
852,4,prenagen mommy,woman,2023-03-23,7,50083,0.1,1,cash
853,1,entrasol active,adult,2023-03-03,1,63445,0.1,1,cash
854,3,hic1000 vitamin lemon,beverages,2023-03-09,,61165,0.1,1,cash
855,1,entrasol active,adult,2023-01-30,1,37203,0.1,1,cash
856,6,nutrive benecol,special needs,2023-02-11,4,34871,0.1,1,cash
857,1,entrasol active,adult,2023-03-28,7,49577,0.1,1,cash
858,4,prenagen mommy,woman,2023-05-03,5,23705,0.1,0,shopeepay
859,2,prenagen esensis,woman,2023-02-06,4,30619,0.1,0,dana
860,4,prenagen mommy,woman,2023-02-21,1,49488,0.1,1,cash
861,1,entrasol active,adult,2023-01-26,1,44748,0.1,0,dana
862,1,entrasol active,adult,2023-03-27,1,68050,0.1,1,cash
863,3,hic1000 vitamin lemon,beverages,2023-01-26,1,55377,0.1,1,cash
864,5,prenagen lova,woman,2023-01-08,4,64937,0.1,0,ovo
865,6,nutrive benecol,special needs,2023-01-08,5,49140,0.1,1,cash
866,5,prenagen lova,woman,2023-03-09,5,33336,0.1,1,cash
867,3,hic1000 vitamin lemon,beverages,2023-04-07,2,33817,0.1,1,cash
868,3,hic1000 vitamin lemon,beverages,2023-01-25,4,49735,0.1,0,link aja
869,2,prenagen esensis,woman,2023-03-16,2,19383,0.1,1,cash
870,3,hic1000 vitamin lemon,beverages,2023-05-13,5,52195,0.1,1,cash
871,5,prenagen lova,woman,2023-01-04,2,58965,0.1,0,dana
872,5,prenagen lova,woman,2023-01-08,2,42954,0.1,1,cash
873,2,prenagen esensis,woman,2023-03-11,5,38451,0.1,1,cash
874,1,entrasol active,adult,2023-01-07,6,69044,0.1,1,cash
875,6,nutrive benecol,special needs,2023-01-22,4,46822,0.1,0,dana
876,2,prenagen esensis,woman,2023-03-11,2,40364,0.1,1,cash
877,6,nutrive benecol,special needs,2023-01-20,6,41329,0.1,1,cash
878,2,prenagen esensis,woman,2023-02-16,7,57390,0.1,0,ovo
879,5,prenagen lova,woman,2023-05-15,3,30923,0.1,0,link aja
880,1,entrasol active,adult,2023-01-24,3,27996,0.1,1,cash
881,5,prenagen lova,woman,2023-05-04,1,68583,0.1,1,cash
882,6,nutrive benecol,special needs,2023-04-05,7,36139,0.1,1,cash
883,5,prenagen lova,woman,2023-01-12,2,23854,0.1,1,cash
884,5,prenagen lova,woman,2023-04-17,6,64806,0.1,1,cash
885,3,hic1000 vitamin lemon,beverages,2023-02-15,1,43325,0.1,1,cash
886,6,nutrive benecol,special needs,2023-01-24,6,28449,0.1,0,ovo
887,5,prenagen lova,woman,2023-01-13,6,32164,0.1,0,link aja
888,3,hic1000 vitamin lemon,beverages,2023-05-14,4,62540,0.1,1,cash
889,3,hic1000 vitamin lemon,beverages,2023-02-19,4,68025,0.1,0,dana
890,3,hic1000 vitamin lemon,beverages,2023-02-17,3,41160,0.1,0,ovo
891,4,prenagen mommy,woman,2023-05-11,4,62564,0.1,1,cash
892,1,entrasol active,adult,2023-04-29,4,45600,0.1,1,cash
893,3,hic1000 vitamin lemon,beverages,2023-01-19,5,67154,0.1,1,cash
894,2,prenagen esensis,woman,2023-01-27,6,19923,0.1,1,cash
895,1,entrasol active,adult,2023-01-30,6,58182,0.1,1,cash
896,4,prenagen mommy,woman,2023-04-14,2,43361,0.1,1,cash
897,5,prenagen lova,woman,2023-03-16,4,39583,0.1,1,cash
898,3,hic1000 vitamin lemon,beverages,2023-02-27,4,27813,0.1,1,cash
899,3,hic1000 vitamin lemon,beverages,2023-05-11,6,23072,0.1,0,shopeepay
900,1,entrasol active,adult,2023-04-08,2,49944,0.1,1,cash
901,6,nutrive benecol,special needs,2023-02-04,7,30652,0.1,1,cash
902,3,hic1000 vitamin lemon,beverages,2023-02-28,6,26366,0.1,0,dana
903,2,prenagen esensis,woman,2023-03-04,2,27006,0.1,0,dana
904,4,prenagen mommy,woman,2023-04-19,7,55454,0.1,1,cash
905,2,prenagen esensis,woman,2023-04-19,3,21255,0.1,1,cash
906,1,entrasol active,adult,2023-04-04,1,24874,0.1,1,cash
907,6,nutrive benecol,special needs,2023-04-08,5,65818,0.1,1,cash
908,3,hic1000 vitamin lemon,beverages,2023-03-10,7,58468,0.1,1,cash
909,5,prenagen lova,woman,2023-04-24,3,54391,0.1,0,dana
910,2,prenagen esensis,woman,2023-04-15,7,64472,0.1,0,ovo
911,5,prenagen lova,woman,2023-01-04,7,44087,0.1,0,link aja
912,3,hic1000 vitamin lemon,beverages,2023-03-04,4,54427,0.1,1,cash
913,4,prenagen mommy,woman,2023-02-07,4,25687,0.1,1,cash
914,4,prenagen mommy,woman,2023-04-16,5,39388,0.1,1,cash
915,3,hic1000 vitamin lemon,beverages,2023-03-18,2,25980,0.1,1,cash
916,1,entrasol active,adult,2023-02-27,3,48240,0.1,1,cash
917,4,prenagen mommy,woman,2023-05-13,5,18271,0.1,0,gopay
918,2,prenagen esensis,woman,2023-01-06,5,46405,0.1,1,cash
919,6,nutrive benecol,special needs,2023-03-18,2,51370,0.1,1,cash
920,4,prenagen mommy,woman,2023-02-25,1,56698,0.1,1,cash
921,2,prenagen esensis,woman,2023-04-21,1,28238,0.1,1,cash
922,1,entrasol active,adult,2023-01-11,3,61135,0.1,1,cash
923,6,nutrive benecol,special needs,2023-03-08,6,24220,0.1,0,gopay
924,5,prenagen lova,woman,2023-01-15,3,57511,0.1,0,dana
925,2,prenagen esensis,woman,2023-01-07,5,28140,0.1,1,cash
926,1,entrasol active,adult,2023-02-09,1,48330,0.1,1,cash
927,1,entrasol active,adult,2023-04-29,2,31371,0.1,0,link aja
928,3,hic1000 vitamin lemon,beverages,2023-04-26,7,64669,0.1,1,cash
929,2,prenagen esensis,woman,2023-01-24,4,34260,0.1,0,shopeepay
930,5,prenagen lova,woman,2023-01-28,4,26610,0.1,0,link aja
931,5,prenagen lova,woman,2023-02-18,3,47478,0.1,1,cash
932,2,prenagen esensis,woman,2023-01-17,5,17996,0.1,0,dana
933,4,prenagen mommy,woman,2023-02-24,7,68380,0.1,0,link aja
934,5,prenagen lova,woman,2023-04-23,3,66623,0.1,0,gopay
935,5,prenagen lova,woman,2023-01-23,3,57524,0.1,1,cash
936,3,hic1000 vitamin lemon,beverages,2023-04-08,3,18721,0.1,1,cash
937,3,hic1000 vitamin lemon,beverages,2023-04-17,6,59028,0.1,1,cash
938,2,prenagen esensis,woman,2023-02-25,6,24483,0.1,0,ovo
939,5,prenagen lova,woman,2023-02-19,1,32100,0.1,1,cash
940,5,prenagen lova,woman,2023-01-24,7,47405,0.1,1,cash
941,1,entrasol active,adult,2023-01-02,3,21109,0.1,0,dana
942,3,hic1000 vitamin lemon,beverages,2023-01-07,2,49737,0.1,0,ovo
943,2,prenagen esensis,woman,2023-03-02,,20956,0.1,1,cash
944,5,prenagen lova,woman,2023-01-15,1,28429,0.1,0,ovo
945,2,prenagen esensis,woman,2023-02-09,2,24653,0.1,0,ovo
946,6,nutrive benecol,special needs,2023-02-17,4,38728,0.1,1,cash
947,3,hic1000 vitamin lemon,beverages,2023-04-21,5,49428,0.1,1,cash
948,1,entrasol active,adult,2023-05-13,7,67968,0.1,0,dana
949,1,entrasol active,adult,2023-05-14,5,36617,0.1,0,gopay
950,4,prenagen mommy,woman,2023-01-23,1,60564,0.1,0,gopay
951,2,prenagen esensis,woman,2023-04-17,4,33646,0.1,1,cash
952,1,entrasol active,adult,2023-03-15,3,44459,0.1,1,cash
953,5,prenagen lova,woman,2023-02-22,3,64576,0.1,1,cash
954,1,entrasol active,adult,2023-01-27,2,63443,0.1,0,link aja
955,3,hic1000 vitamin lemon,beverages,2023-03-15,1,,0.1,0,link aja
956,3,hic1000 vitamin lemon,beverages,2023-04-20,5,48272,0.1,1,cash
957,2,prenagen esensis,woman,2023-02-09,7,43538,0.1,0,shopeepay
958,5,prenagen lova,woman,2023-03-07,7,69187,0.1,0,link aja
959,4,prenagen mommy,woman,2023-02-11,6,50026,0.1,0,ovo
960,2,prenagen esensis,woman,2023-04-18,4,38472,0.1,1,cash
961,5,prenagen lova,woman,2023-04-28,3,57057,0.1,1,cash
962,1,entrasol active,adult,2023-01-19,4,69563,0.1,1,cash
963,1,entrasol active,adult,2023-03-26,5,50609,0.1,0,shopeepay
964,4,prenagen mommy,woman,2023-02-06,6,23314,0.1,1,cash
965,1,entrasol active,adult,2023-04-21,1,39485,0.1,0,link aja
966,1,entrasol active,adult,2023-04-03,3,45747,0.1,0,gopay
967,6,nutrive benecol,special needs,2023-02-14,7,48733,0.1,0,dana
968,2,prenagen esensis,woman,2023-01-23,5,36507,0.1,0,link aja
969,6,nutrive benecol,special needs,2023-04-22,3,61196,0.1,0,link aja
970,3,hic1000 vitamin lemon,beverages,2023-03-17,4,52863,0.1,1,cash
971,6,nutrive benecol,special needs,2023-02-02,5,47651,0.1,1,cash
972,4,prenagen mommy,woman,2023-04-19,5,59739,0.1,0,shopeepay
973,6,nutrive benecol,special needs,2023-04-09,3,29499,0.1,0,link aja
974,2,prenagen esensis,woman,2023-02-08,2,37360,0.1,1,cash
975,6,nutrive benecol,special needs,2023-05-14,6,26326,0.1,0,link aja
976,2,prenagen esensis,woman,2023-04-11,5,47953,0.1,1,cash
977,4,prenagen mommy,woman,2023-02-10,6,29992,0.1,1,cash
978,3,hic1000 vitamin lemon,beverages,2023-03-11,7,37769,0.1,1,cash
979,2,prenagen esensis,woman,2023-04-19,7,25758,0.1,1,cash
980,2,prenagen esensis,woman,2023-05-10,7,30918,0.1,0,dana
981,3,hic1000 vitamin lemon,beverages,2023-05-07,5,17543,0.1,1,cash
982,4,prenagen mommy,woman,2023-02-18,4,31314,0.1,0,link aja
983,1,entrasol active,adult,2023-01-27,5,66879,0.1,1,cash
984,6,nutrive benecol,special needs,2023-05-06,3,50502,0.1,1,cash
985,1,entrasol active,adult,2023-01-08,3,27119,0.1,1,cash
986,6,nutrive benecol,special needs,2023-02-15,2,29793,0.1,1,cash
987,6,nutrive benecol,special needs,2023-04-06,1,62787,0.1,1,cash
988,4,prenagen mommy,woman,2023-03-01,3,26020,0.1,1,cash
989,2,prenagen esensis,woman,2023-04-17,3,48748,0.1,0,link aja
990,5,prenagen lova,woman,2023-01-02,7,50803,0.1,1,cash
991,3,hic1000 vitamin lemon,beverages,2023-04-24,2,28450,0.1,1,cash
992,6,nutrive benecol,special needs,2023-01-18,3,46885,0.1,0,shopeepay
993,6,nutrive benecol,special needs,2023-01-20,1,31658,0.1,1,cash
994,5,prenagen lova,woman,2023-02-23,2,27698,0.1,1,cash
995,6,nutrive benecol,special needs,2023-02-11,3,40588,0.1,0,gopay
996,5,prenagen lova,woman,2023-02-21,5,22236,0.1,1,cash
997,4,prenagen mommy,woman,2023-03-10,7,50449,0.1,0,ovo
998,4,prenagen mommy,woman,2023-02-15,4,48861,0.1,1,cash
999,2,prenagen esensis,woman,2023-03-11,4,30377,0.1,1,cash
1000,4,prenagen mommy,woman,2023-03-16,2,64646,0.1,1,cash
1001,5,prenagen lova,woman,2023-02-18,6,58021,0.1,1,cash
1002,3,hic1000 vitamin lemon,beverages,2023-03-06,5,61909,0.1,1,cash
1003,5,prenagen lova,woman,2023-01-03,3,24614,0.1,0,link aja
1004,6,nutrive benecol,special needs,2023-03-16,2,38609,0.1,1,cash
1005,2,prenagen esensis,woman,2023-01-04,1,21776,0.1,1,cash
1006,3,hic1000 vitamin lemon,beverages,2023-04-16,1,20458,0.1,1,cash
1007,6,nutrive benecol,special needs,2023-02-04,5,46900,0.1,1,cash
1008,6,nutrive benecol,special needs,2023-03-07,5,35889,0.1,1,cash
1009,5,prenagen lova,woman,2023-05-01,4,69618,0.1,1,cash
1010,2,prenagen esensis,woman,2023-01-29,5,28550,0.1,1,cash
1011,3,hic1000 vitamin lemon,beverages,2023-03-22,5,18155,0.1,1,cash
1012,3,hic1000 vitamin lemon,beverages,2023-02-09,2,57806,0.1,1,cash
1013,5,prenagen lova,woman,2023-01-18,4,30637,0.1,0,dana
1014,5,prenagen lova,woman,2023-01-16,7,29850,0.1,1,cash
1015,3,hic1000 vitamin lemon,beverages,2023-05-13,6,27647,0.1,1,cash
1016,6,nutrive benecol,special needs,2023-03-02,6,32839,0.1,1,cash
1017,3,hic1000 vitamin lemon,beverages,2023-04-15,1,19178,0.1,1,cash
1018,6,nutrive benecol,special needs,2023-03-03,7,47964,0.1,1,cash
1019,6,nutrive benecol,special needs,2023-01-06,3,18878,0.1,1,cash
1020,4,prenagen mommy,woman,2023-02-14,3,66831,0.1,1,cash
1021,2,prenagen esensis,woman,2023-01-09,7,68439,0.1,1,cash
1022,4,prenagen mommy,woman,2023-03-14,2,21124,0.1,0,gopay
1023,5,prenagen lova,woman,2023-04-07,5,33411,0.1,1,cash
1024,1,entrasol active,adult,2023-01-11,7,33849,0.1,1,cash
1025,5,prenagen lova,woman,2023-04-15,4,46320,0.1,0,gopay
1026,2,prenagen esensis,woman,2023-04-10,3,39289,0.1,0,ovo
1027,2,prenagen esensis,woman,2023-03-28,3,56659,0.1,1,cash
1028,4,prenagen mommy,woman,2023-05-14,5,55019,0.1,1,cash
1029,3,hic1000 vitamin lemon,beverages,2023-01-09,7,36274,0.1,1,cash
1030,3,hic1000 vitamin lemon,beverages,2023-03-08,5,29074,0.1,1,cash
1031,3,hic1000 vitamin lemon,beverages,2023-04-08,5,46513,0.1,0,shopeepay
1032,6,nutrive benecol,special needs,2023-04-11,4,37417,0.1,1,cash
1033,5,prenagen lova,woman,2023-05-14,2,34928,0.1,1,cash
1034,6,nutrive benecol,special needs,2023-01-04,2,54879,0.1,0,dana
1035,3,hic1000 vitamin lemon,beverages,2023-01-17,5,62602,0.1,0,dana
1036,2,prenagen esensis,woman,2023-02-09,3,31156,0.1,1,cash
1037,1,entrasol active,adult,2023-03-12,3,44340,0.1,0,dana
1038,6,nutrive benecol,special needs,2023-02-13,2,53758,0.1,1,cash
1039,5,prenagen lova,woman,2023-01-20,7,21945,0.1,1,cash
1040,1,entrasol active,adult,2023-01-17,7,40574,0.1,0,link aja
1041,5,prenagen lova,woman,2023-02-05,3,59304,0.1,1,cash
1042,4,prenagen mommy,woman,2023-03-07,7,39855,0.1,1,cash
1043,2,prenagen esensis,woman,2023-05-03,4,63140,0.1,1,cash
1044,3,hic1000 vitamin lemon,beverages,2023-05-04,5,29528,0.1,1,cash
1045,3,hic1000 vitamin lemon,beverages,2023-03-22,7,62851,0.1,1,cash
1046,1,entrasol active,adult,2023-04-20,3,31835,0.1,0,gopay
1047,1,entrasol active,adult,2023-04-17,2,22607,0.1,1,cash
1048,2,prenagen esensis,woman,2023-02-16,7,42035,0.1,1,cash
1049,4,prenagen mommy,woman,2023-01-14,,54166,0.1,0,link aja
1050,1,entrasol active,adult,2023-05-11,5,61096,0.1,1,cash
1051,3,hic1000 vitamin lemon,beverages,2023-05-10,2,49648,0.1,1,cash
1052,3,hic1000 vitamin lemon,beverages,2023-01-18,6,35260,0.1,1,cash
1053,2,prenagen esensis,woman,2023-03-18,1,26228,0.1,1,cash
1054,5,prenagen lova,woman,2023-01-21,3,35538,0.1,1,cash
1055,5,prenagen lova,woman,2023-01-18,6,32204,0.1,1,cash
1056,3,hic1000 vitamin lemon,beverages,2023-02-19,7,33355,0.1,1,cash
1057,3,hic1000 vitamin lemon,beverages,2023-04-12,4,53465,0.1,1,cash
1058,6,nutrive benecol,special needs,2023-02-21,4,65279,0.1,0,ovo
1059,5,prenagen lova,woman,2023-04-12,2,43759,0.1,1,cash
1060,2,prenagen esensis,woman,2023-01-25,1,35380,0.1,0,dana
1061,1,entrasol active,adult,2023-02-06,2,33460,0.1,1,cash
1062,6,nutrive benecol,special needs,2023-01-06,4,54595,0.1,0,link aja
1063,5,prenagen lova,woman,2023-04-06,3,51443,0.1,0,link aja
1064,6,nutrive benecol,special needs,2023-04-03,6,59608,0.1,1,cash
1065,1,entrasol active,adult,2023-04-10,4,42833,0.1,0,ovo
1066,1,entrasol active,adult,2023-02-02,1,26273,0.1,0,gopay
1067,1,entrasol active,adult,2023-01-30,6,50542,0.1,1,cash
1068,2,prenagen esensis,woman,2023-03-27,3,47082,0.1,0,dana
1069,4,prenagen mommy,woman,2023-02-21,1,37738,0.1,1,cash
1070,1,entrasol active,adult,2023-04-28,7,43967,0.1,1,cash
1071,3,hic1000 vitamin lemon,beverages,2023-03-03,2,44811,0.1,1,cash
1072,2,prenagen esensis,woman,2023-03-19,5,23694,0.1,1,cash
1073,3,hic1000 vitamin lemon,beverages,2023-04-18,7,60885,0.1,,cash
1074,2,prenagen esensis,woman,2023-01-03,4,40941,0.1,1,cash
1075,4,prenagen mommy,woman,2023-04-27,5,25426,0.1,0,dana
1076,3,hic1000 vitamin lemon,beverages,2023-04-02,7,40455,0.1,1,cash
1077,3,hic1000 vitamin lemon,beverages,2023-02-15,6,61472,0.1,1,cash
1078,3,hic1000 vitamin lemon,beverages,2023-01-18,1,39642,0.1,1,cash
1079,5,prenagen lova,woman,2023-03-28,1,54416,0.1,1,cash
1080,4,prenagen mommy,woman,2023-03-09,4,25536,0.1,1,cash
1081,1,entrasol active,adult,2023-01-19,4,41072,0.1,1,cash
1082,5,prenagen lova,woman,2023-01-08,4,50726,0.1,0,ovo
1083,3,hic1000 vitamin lemon,beverages,2023-02-13,1,46494,0.1,0,shopeepay
1084,1,entrasol active,adult,2023-03-07,1,54075,0.1,1,cash
1085,1,entrasol active,adult,2023-02-01,6,40665,0.1,0,dana
1086,6,nutrive benecol,special needs,2023-03-27,7,52682,0.1,0,link aja
1087,3,hic1000 vitamin lemon,beverages,2023-03-06,1,21880,0.1,0,ovo
1088,6,nutrive benecol,special needs,2023-02-10,7,42773,0.1,0,link aja
1089,1,entrasol active,adult,2023-03-16,3,55591,0.1,1,cash
1090,4,prenagen mommy,woman,2023-01-25,5,36173,0.1,1,cash
1091,2,prenagen esensis,woman,2023-01-07,7,55682,0.1,0,gopay
1092,5,prenagen lova,woman,2023-01-11,7,26369,0.1,1,cash
1093,5,prenagen lova,woman,2023-05-13,6,45550,0.1,1,cash
1094,4,prenagen mommy,woman,2023-01-20,4,43235,0.1,1,cash
1095,2,prenagen esensis,woman,2023-03-20,5,29081,0.1,1,cash
1096,3,hic1000 vitamin lemon,beverages,2023-02-11,1,33415,0.1,0,dana
1097,1,entrasol active,adult,2023-03-19,7,58750,0.1,0,link aja
1098,5,prenagen lova,woman,2023-02-19,1,20002,0.1,1,cash
1099,1,entrasol active,adult,2023-05-09,2,17700,0.1,1,cash
1100,3,hic1000 vitamin lemon,beverages,2023-01-31,1,35484,0.1,0,ovo
1101,2,prenagen esensis,woman,2023-03-10,4,60357,0.1,1,cash
1102,6,nutrive benecol,special needs,2023-02-23,6,26460,0.1,1,cash
1103,4,prenagen mommy,woman,2023-04-19,5,51841,0.1,0,link aja
1104,6,nutrive benecol,special needs,2023-03-23,2,29361,0.1,1,cash
1105,1,entrasol active,adult,2023-04-30,7,27858,0.1,1,cash
1106,4,prenagen mommy,woman,2023-05-09,5,68718,0.1,1,cash
1107,4,prenagen mommy,woman,2023-01-11,3,44238,0.1,0,link aja
1108,1,entrasol active,adult,2023-02-26,4,23694,0.1,0,dana
1109,4,prenagen mommy,woman,2023-04-22,7,42820,0.1,1,cash
1110,5,prenagen lova,woman,2023-04-14,3,60024,0.1,1,cash
1111,3,hic1000 vitamin lemon,beverages,2023-01-24,1,68802,0.1,1,cash
1112,1,entrasol active,adult,2023-05-07,6,65744,0.1,0,ovo
1113,6,nutrive benecol,special needs,2023-04-02,6,45947,0.1,1,cash
1114,3,hic1000 vitamin lemon,beverages,2023-02-11,6,22675,0.1,0,gopay
1115,6,nutrive benecol,special needs,2023-04-16,2,44155,0.1,,dana
1116,2,prenagen esensis,woman,2023-05-10,2,40786,0.1,1,cash
1117,6,nutrive benecol,special needs,2023-02-08,6,50894,0.1,1,cash
1118,4,prenagen mommy,woman,2023-05-10,3,33681,0.1,1,cash
1119,3,hic1000 vitamin lemon,beverages,2023-04-28,2,66468,0.1,0,link aja
1120,5,prenagen lova,woman,2023-01-12,3,67068,0.1,1,cash
