ID Invoice,Kota,Produk,Jumlah Barang,Total Harga,Metode Pembayaran
605-83-1050,Jakarta,Fitbar Multigrain Chocolate,2,86918,Ewallet
443-60-9639,Bekasi,Fitbar Multigrain Chocolate,1,42959,Cash
864-24-7918,Bogor,Hydro Coco,10,192299,Cash
359-94-5395,Jakarta,Diabetasol,1,194879,Credit card
401-09-4232,Bekasi,Diabetasol,5,40833,Ewallet
751-15-6198,Jakarta,Fitbar Multigrain Chocolate,6,87501,Ewallet
324-41-6833,Bekasi,Hydro Coco,8,33693,Ewallet
474-33-8305,Bekasi,Fitbar Multigrain Chocolate,7,194664,Ewallet
759-29-9521,Bogor,Fitbar Multigrain Chocolate,9,158349,Cash
831-81-6575,Jakarta,Diabetasol,9,184633,Cash
220-68-6701,Bogor,Fitbar Multigrain Raisins,4,187213,Cash
618-34-8551,Bogor,Diabetasol,2,57490,Credit card
257-60-7754,Bogor,Fitbar Multigrain Chocolate,4,37375,Cash
559-61-5987,Jakarta,Diabetasol,1,137255,Cash
189-55-2313,Bekasi,Diabetasol,10,189714,Ewallet
565-91-4567,Jakarta,Fitbar Multigrain Raisins,8,69451,Ewallet
380-60-5336,Bogor,Hydro Coco,10,197849,Credit card
815-04-6282,Bekasi,Hydro Coco,5,127235,Credit card
674-56-6360,Bogor,Diabetasol Wafer,1,151660,Cash
778-34-2523,Bogor,Hydro Coco,8,127114,Cash
499-27-7781,Jakarta,Diabetasol,8,126271,Ewallet
477-59-2456,Bekasi,Fitbar Multigrain Raisins,7,72958,Cash
832-51-6761,Bogor,Diabetasol,8,118006,Ewallet
869-11-3082,Jakarta,Fitbar Multigrain Chocolate,4,114207,Credit card
190-59-3964,Jakarta,Fitbar Multigrain Raisins,5,75910,Credit card
366-43-6862,Jakarta,Fitbar Multigrain Chocolate,4,104802,Ewallet
186-43-8965,Bogor,Diabetasol Wafer,2,100577,Credit card
784-21-9238,Bekasi,Fitbar Multigrain Chocolate,1,28062,Cash
276-75-6884,Bogor,Fitbar Multigrain Raisins,3,195548,Cash
109-86-4363,Jakarta,Diabetasol Wafer,7,12829,Credit card
569-76-2760,Bogor,Diabetasol,4,87251,Credit card
222-42-0244,Jakarta,Diabetasol,9,17256,Credit card
760-53-9233,Bogor,Diabetasol Wafer,3,143772,Credit card
538-22-0304,Bekasi,Fitbar Multigrain Raisins,10,71491,Cash
416-17-9926,Bogor,Morinaga Chil Kid Platinum,10,144630,Credit card
237-44-6163,Bogor,Diabetasol,8,93552,Cash
636-17-0325,Jakarta,Morinaga Chil Kid Platinum,4,132013,Cash
343-75-9322,Jakarta,Diabetasol Wafer,8,156390,Cash
528-14-9470,Bogor,Fitbar Multigrain Chocolate,1,99461,Ewallet
427-45-9297,Jakarta,Hydro Coco,7,147531,Ewallet
807-34-3742,Bogor,Morinaga Chil Kid Platinum,1,17955,Cash
288-62-1085,Bogor,Morinaga Chil Kid Platinum,5,198032,Ewallet
670-71-7306,Jakarta,Hydro Coco,6,199889,Credit card
660-29-7083,Bekasi,Diabetasol Wafer,10,178336,Cash
271-77-8740,Bekasi,Diabetasol Wafer,6,131589,Ewallet
497-36-0989,Bogor,Morinaga Chil Kid Platinum,3,157136,Cash
291-59-1384,Jakarta,Morinaga Chil Kid Platinum,1,70501,Cash
860-73-6466,Bogor,Morinaga Chil Kid Platinum,2,53614,Credit card
549-23-9016,Bekasi,Fitbar Multigrain Raisins,2,118945,Credit card
896-34-0956,Bogor,Diabetasol Wafer,1,95302,Cash
804-38-3935,Bogor,Fitbar Multigrain Raisins,3,95365,Credit card
585-90-0249,Bogor,Morinaga Chil Kid Platinum,1,116172,Ewallet
862-29-5914,Bekasi,Diabetasol Wafer,1,63579,Credit card
845-94-6841,Bekasi,Fitbar Multigrain Raisins,9,103878,Cash
125-45-2293,Bogor,Morinaga Chil Kid Platinum,6,110501,Cash
843-73-4724,Bogor,Morinaga Chil Kid Platinum,1,188851,Cash
409-33-9708,Bogor,Diabetasol Wafer,2,143006,Ewallet
658-66-3967,Bekasi,Morinaga Chil Kid Platinum,7,22471,Ewallet
866-70-2814,Jakarta,Hydro Coco,10,111828,Ewallet
160-22-2687,Bogor,Fitbar Multigrain Chocolate,5,198977,Ewallet
895-03-6665,Jakarta,Diabetasol,9,166685,Cash
770-42-8960,Jakarta,Diabetasol,8,26936,Cash
748-45-2862,Bogor,Hydro Coco,4,106291,Cash
234-36-2483,Jakarta,Morinaga Chil Kid Platinum,6,38110,Cash
316-66-3011,Bogor,Morinaga Chil Kid Platinum,9,93698,Cash
848-95-6252,Bekasi,Fitbar Multigrain Chocolate,1,164686,Ewallet
840-76-5966,Bogor,Hydro Coco,2,132776,Ewallet
152-03-4217,Jakarta,Fitbar Multigrain Chocolate,9,101977,Credit card
533-66-5566,Jakarta,Morinaga Chil Kid Platinum,7,82004,Cash
124-31-1458,Bogor,Diabetasol Wafer,3,22917,Cash
176-78-1170,Bekasi,Diabetasol,3,135520,Ewallet
361-59-0574,Jakarta,Diabetasol Wafer,8,119299,Credit card
101-81-4070,Bekasi,Diabetasol,2,47072,Ewallet
631-34-1880,Bekasi,Morinaga Chil Kid Platinum,3,192740,Credit card
852-82-2749,Bogor,Morinaga Chil Kid Platinum,4,195981,Ewallet
873-14-6353,Bogor,Hydro Coco,7,46713,Credit card
584-66-4073,Bekasi,Morinaga Chil Kid Platinum,1,115821,Ewallet
544-55-9589,Jakarta,Fitbar Multigrain Chocolate,10,99288,Cash
166-19-2553,Bogor,Fitbar Multigrain Chocolate,6,59595,Cash
737-88-5876,Bogor,Diabetasol,4,180191,Credit card
154-87-7367,Bekasi,Diabetasol Wafer,8,192103,Ewallet
885-56-0389,Bekasi,Hydro Coco,1,34719,Cash
608-05-3804,Jakarta,Morinaga Chil Kid Platinum,1,151498,Cash
448-61-3783,Bogor,Diabetasol Wafer,8,61227,Credit card
761-49-0439,Jakarta,Morinaga Chil Kid Platinum,8,122430,Ewallet
490-95-0021,Jakarta,Diabetasol,10,27435,Ewallet
115-38-7388,Bekasi,Fitbar Multigrain Chocolate,8,110111,Credit card
311-13-6971,Jakarta,Fitbar Multigrain Raisins,10,18670,Credit card
291-55-6563,Bogor,Fitbar Multigrain Raisins,6,75361,Ewallet
548-48-3156,Bogor,Hydro Coco,2,177048,Cash
460-93-5834,Bogor,Diabetasol Wafer,7,169537,Cash
325-89-4209,Bogor,Hydro Coco,1,84262,Ewallet
884-80-6021,Bogor,Diabetasol Wafer,10,184791,Ewallet
137-74-8729,Bekasi,Morinaga Chil Kid Platinum,8,110453,Ewallet
880-46-5796,Bogor,Morinaga Chil Kid Platinum,10,150887,Ewallet
389-70-2397,Bekasi,Hydro Coco,5,91980,Cash
114-35-5271,Jakarta,Diabetasol,8,16465,Cash
607-76-6216,Bekasi,Fitbar Multigrain Raisins,5,49924,Credit card
715-20-1673,Jakarta,Diabetasol,5,89088,Cash
811-35-1094,Jakarta,Diabetasol Wafer,6,97821,Credit card
699-88-1972,Jakarta,Diabetasol,8,98277,Credit card
781-84-8059,Bekasi,Diabetasol,7,19339,Ewallet
409-49-6995,Bekasi,Hydro Coco,6,95285,Cash
725-54-0677,Bekasi,Fitbar Multigrain Raisins,7,78050,Cash
146-09-5432,Bogor,Hydro Coco,9,108319,Ewallet
377-79-7592,Bekasi,Diabetasol Wafer,9,129595,Credit card
509-10-0516,Jakarta,Fitbar Multigrain Chocolate,4,15720,Ewallet
595-94-9924,Bogor,Morinaga Chil Kid Platinum,5,89911,Credit card
865-41-9075,Bogor,Fitbar Multigrain Chocolate,7,30290,Cash
545-07-8534,Bekasi,Fitbar Multigrain Chocolate,2,118833,Ewallet
118-62-1812,Bekasi,Fitbar Multigrain Chocolate,4,15955,Cash
450-42-3339,Bekasi,Diabetasol,10,59491,Credit card
851-98-3555,Jakarta,Fitbar Multigrain Chocolate,5,53669,Credit card
186-71-5196,Bogor,Diabetasol Wafer,2,137425,Ewallet
624-01-8356,Jakarta,Fitbar Multigrain Chocolate,10,64423,Credit card
313-66-9943,Jakarta,Fitbar Multigrain Chocolate,3,76821,Credit card
151-27-8496,Bekasi,Diabetasol,4,26016,Ewallet
453-33-6436,Bogor,Diabetasol,8,61591,Cash
522-57-8364,Bogor,Diabetasol Wafer,8,51636,Ewallet
459-45-2396,Bogor,Hydro Coco,3,118356,Cash
717-96-4189,Bekasi,Morinaga Chil Kid Platinum,6,97008,Cash
722-13-2115,Bekasi,Diabetasol,1,13239,Credit card
749-81-8133,Bogor,Hydro Coco,4,40915,Cash
777-67-2495,Jakarta,Fitbar Multigrain Chocolate,3,81748,Ewallet
636-98-3364,Jakarta,Fitbar Multigrain Raisins,3,68101,Ewallet
246-55-6923,Bekasi,Diabetasol Wafer,9,116925,Credit card
181-82-6255,Jakarta,Diabetasol,6,73186,Cash
838-02-1821,Bekasi,Morinaga Chil Kid Platinum,2,67232,Credit card
887-42-0517,Bekasi,Diabetasol,7,128338,Credit card
457-12-0244,Bekasi,Fitbar Multigrain Chocolate,6,127880,Ewallet
226-34-0034,Jakarta,Diabetasol,4,92308,Ewallet
321-49-7382,Jakarta,Diabetasol Wafer,1,14134,Credit card
397-25-8725,Bogor,Hydro Coco,9,165510,Credit card
431-66-2305,Jakarta,Morinaga Chil Kid Platinum,9,107797,Credit card
825-94-5922,Jakarta,Hydro Coco,2,68476,Ewallet
641-62-7288,Jakarta,Diabetasol,6,139768,Ewallet
756-93-1854,Bekasi,Diabetasol,2,162823,Credit card
243-55-8457,Bogor,Hydro Coco,10,97446,Ewallet
458-10-8612,Bekasi,Fitbar Multigrain Raisins,7,175511,Ewallet
501-61-1753,Jakarta,Fitbar Multigrain Raisins,6,11533,Ewallet
235-06-8510,Bekasi,Diabetasol Wafer,3,184354,Ewallet
433-08-7822,Bekasi,Fitbar Multigrain Chocolate,7,187304,Ewallet
361-85-2571,Bogor,Hydro Coco,5,163296,Cash
131-70-8179,Bogor,Diabetasol Wafer,3,91214,Cash
500-02-2261,Bekasi,Diabetasol Wafer,6,127850,Ewallet
720-72-2436,Bogor,Hydro Coco,4,169189,Ewallet
702-83-5291,Bekasi,Fitbar Multigrain Chocolate,9,39302,Cash
809-69-9497,Bogor,Fitbar Multigrain Chocolate,10,143339,Ewallet
449-16-6770,Bogor,Morinaga Chil Kid Platinum,5,130948,Credit card
333-23-2632,Bogor,Hydro Coco,7,133331,Cash
489-82-1237,Bogor,Diabetasol,7,192930,Credit card
859-97-6048,Bekasi,Hydro Coco,2,97059,Credit card
676-10-2200,Jakarta,Hydro Coco,1,166536,Ewallet
373-88-1424,Bekasi,Diabetasol Wafer,5,76498,Ewallet
365-16-4334,Jakarta,Fitbar Multigrain Chocolate,8,133448,Ewallet
503-21-4385,Jakarta,Morinaga Chil Kid Platinum,3,133231,Ewallet
305-89-2768,Jakarta,Diabetasol Wafer,3,124883,Ewallet
574-80-1489,Jakarta,Fitbar Multigrain Chocolate,4,157628,Ewallet
784-08-0310,Bekasi,Hydro Coco,4,116534,Cash
200-40-6154,Jakarta,Fitbar Multigrain Raisins,6,45358,Cash
846-10-0341,Bogor,Hydro Coco,7,54176,Cash
577-34-7579,Bekasi,Fitbar Multigrain Chocolate,9,187971,Cash
430-02-3888,Jakarta,Hydro Coco,6,105755,Cash
867-47-1948,Bekasi,Fitbar Multigrain Chocolate,10,184655,Cash
384-59-6655,Bogor,Hydro Coco,9,107373,Cash
256-58-3609,Bekasi,Diabetasol Wafer,1,192971,Cash
324-92-3863,Bogor,Diabetasol,2,143988,Cash
593-08-5916,Bogor,Diabetasol,1,135829,Credit card
364-34-2972,Bekasi,Hydro Coco,3,171690,Cash
794-42-3736,Jakarta,Fitbar Multigrain Chocolate,2,132993,Credit card
172-42-8274,Jakarta,Fitbar Multigrain Chocolate,2,145492,Credit card
558-60-5016,Bogor,Fitbar Multigrain Chocolate,9,51179,Ewallet
195-06-0432,Bogor,Diabetasol Wafer,3,137667,Credit card
605-03-2706,Bogor,Hydro Coco,3,179665,Cash
214-30-2776,Jakarta,Hydro Coco,5,62340,Credit card
746-04-1077,Jakarta,Diabetasol,10,46302,Credit card
448-34-8700,Jakarta,Fitbar Multigrain Raisins,7,67560,Ewallet
452-04-8808,Jakarta,Morinaga Chil Kid Platinum,7,13819,Cash
531-56-4728,Bogor,Fitbar Multigrain Chocolate,3,29041,Cash
744-82-9138,Bekasi,Hydro Coco,2,191070,Cash
883-69-1285,Jakarta,Fitbar Multigrain Chocolate,2,87783,Credit card
221-25-5073,Bogor,Hydro Coco,4,120064,Cash
518-71-6847,Jakarta,Diabetasol,6,146526,Ewallet
156-20-0370,Jakarta,Hydro Coco,1,54628,Credit card
151-33-7434,Jakarta,Fitbar Multigrain Raisins,1,187313,Credit card
728-47-9078,Bekasi,Diabetasol,4,51602,Cash
809-46-1866,Bogor,Diabetasol Wafer,4,81201,Cash
139-32-4183,Bogor,Fitbar Multigrain Raisins,9,152910,Ewallet
148-41-7930,Bekasi,Diabetasol Wafer,7,63349,Cash
189-40-5216,Bekasi,Diabetasol Wafer,7,47344,Cash
374-38-5555,Jakarta,Diabetasol Wafer,5,196473,Ewallet
764-44-8999,Jakarta,Diabetasol,2,141598,Ewallet
552-44-5977,Jakarta,Fitbar Multigrain Raisins,8,47035,Credit card
267-62-7380,Bekasi,Diabetasol,10,71326,Ewallet
430-53-4718,Jakarta,Fitbar Multigrain Chocolate,8,143027,Credit card
886-18-2897,Bogor,Morinaga Chil Kid Platinum,5,26608,Credit card
602-16-6955,Jakarta,Diabetasol Wafer,10,75823,Ewallet
745-74-0715,Bogor,Fitbar Multigrain Chocolate,2,102220,Ewallet
690-01-6631,Jakarta,Diabetasol Wafer,10,130278,Ewallet
652-49-6720,Bekasi,Fitbar Multigrain Chocolate,1,177991,Ewallet
233-67-5758,Bekasi,Hydro Coco,1,44982,Ewallet
303-96-2227,Jakarta,Diabetasol,10,88115,Ewallet
727-02-1313,Bogor,Fitbar Multigrain Chocolate,1,94615,Cash
347-56-2442,Bogor,Diabetasol,1,11624,Cash
849-09-3807,Bogor,Fitbar Multigrain Chocolate,7,198854,Cash
